Mastro Genoa Salami,$2.69,1,,100 g,, SPEND $5 OR MORE EARN AIR MILES +3 reward milesSAVE 20¢/100 g,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
McCain Deep 'N Delicious Pockets,$2.99,1,,,,SAVE UP TO 1.20,5,BUY 2 EARN AIR MILES +5 rewards miles,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
McCain Potato Patties,$4.49,1,,,,SAVE UP TO 1.10,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
McCain Premium Potato or Onion Ring Products,$3.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
McCain Premium Potato or Onion Ring Products,$3.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Melitta Coffee,$10.99,1,,,,SAVE 5.50,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Michelina's Entrées, Light Entrées, Zap'ems or Signature",$1.00,1,,,,SAVE UP TO 1.69,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Mini Bombe Donuts Filled with Nutella®,$3.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Mini Pastries Filled with Nutella®,$10.00,8,,,$1.49,SAVE 1.92 on 8,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Minute Maid Frozen Orange Juice,$3.00,2,,,,SAVE UP TO 1.38 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Minute Maid Frozen Punches,$0.88,1,,,,SAVE UP TO 31¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Morning Thins,$1.99,1,,,,SAVE UP TO 1.12,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Natrel Fine Filtered Milk,$3.99,1,,,,SAVE UP TO 4.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Natur-A Soy Beverage,$1.99,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Naturally Simple Roasted Garlic Bruschetta,$2.99,1,,,,SAVE 50¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Nature Valley Seed Bars,,1,,,,"BUY ANY 4 PARTICIPATING† GENERAL MILLS CEREALS, SNACKS OR YOGURTS, AND GET A 5TH PRODUCT FREE!††",,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Neal Brothers Tortillas,$3.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Nestea, Five Alive or Fruitopia Chilled Drinks",$1.00,1,,,,SAVE UP TO 2.39,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Nestea, Fruitopia, Five Alive, Minute Maid Lemonade",$1.00,1,,,,SAVE UP TO 79¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Nestlé Coffee-mate or International Delight Coffee Whitener,$4.99,1,,,,SAVE UP TO 60¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Oasis Cocktail or Juice,$5.00,4,,,,SAVE UP TO 2.96 on 4,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Oasis Orange Juice,$3.00,1,,,,SAVE UP TO 1.99,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Old El Paso™ (153 g) And 1 Old el Paso™ Seasoning Mix (35-45 g),,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ontario Blue Plums,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ontario Mini Yellow Watermelons,$3.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ontario Nectarines,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ontario Ravioli Frozen Pasta,$3.49,1,,,,SAVE UP TO 40¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Organic Peaches, Nectarines or Plums",$3.99,1,,lb,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Organic Strawberries,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Outdoor Mums,$10.00,2,,,$5.99,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Oxiclean Dishwasher Detergent,$7.99,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Palmolive Dish Soap,$2.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Pantene Hair Care,$4.49,1,,,,SAVE UP TO 2.50,3,BUY 2 EARN AIR MILES +3 reward miles,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Parlour Frozen Dessert,$2.99,1,,,,SAVE UP TO 4.20,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Party Cube Cheese Spread,$7.99,2,,,,SAVE UP TO 3.40 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Peaches,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Pepperidge Farm Goldfish,$5.00,2,,,$2.79,SAVE UP TO 70¢ ON 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Pie Slices,$1.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Pillsbury Toaster Strudel,$2.00,1,,,,SAVE UP TO 1.59,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Pkg of Beef, Chicken Strips or Shrimp",,1,,,,"BUY 1 Pkg of Beef, Chicken Strips or Shrimp GET 1 Made Fresh Daily Veggie Stir Fry, Asian Stir Fry or Bell Pepper Mix assorted sizes FREE",,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Popchips,$2.79,1,,,,SAVE UP TO 36¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Pork Back Ribs,$4.99,1,,lb,,SAVE $2.00 /lb,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Pork Sirloin Chops,$3.49,1,,lb,,SAVE 1.50/lb,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Powerade,$5.00,3,,,,SAVE UP TO 97¢ on 3,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Purex Laundry Detergent,$5.49,1,,,,SAVE UP TO 1.50,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Quaker Cereals,$5.00,2,,,,SAVE UP TO 6.98 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Quaker Granola Bars,$5.00,2,,,,SAVE UP TO 98¢ on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Quaker Soft Baked Oatmeal Cookies,$4.00,2,,,,SAVE UP TO 1.98 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Raspberries,$1.99,1,,,,SAVE UP TO 2.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Royale Bathroom Tissue,$3.00,1,,,,SAVE UP TO 5.99,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sam Mills Corn Pasta,$2.49,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Schneiders Beef Steakettes,$2.00,1,,,,SAVE 2.99,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Schneiders Red Hots or Maple Leaf Top Dogs Wieners,$2.99,1,,,,SAVE UP TO 2.50,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Scotties Facial Tissåues Multipack,$5.99,1,,,,SAVE UP TO 3.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sealtest 5% or 10% Cream,$2.29,1,,,,SAVE UP TO 60¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Seasoned Flattened Chicken,,1,,,,BUY 1 Seasoned Flattened Chicken GET 1 In-store Made BBQ Grillers 170 - 625 g FREE,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sensations by Compliments Kansas City BBQ Sauce,$1.99,1,,,,SAVE UP TO 1.16,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sensations by Compliments Naan,$2.79,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sensations by Compliments Orange Juice,$3.00,1,,,,SAVE UP TO 1.59,4,BUY 2 EARN AIR MILES +4 reward miles,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sensations by Compliments Shrimp Crowns or Crispy Noodle Shrimp Twists,,1,,,,Save 9.99 each,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sensations by Compliments Thin Sliced Chicken Breast,$9.99,1,,lb,,SAVE 1.00/lb,5,BUY 2 EARN AIR MILES +5 reward miles,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sensations by Compliments Turkey Sausage,$4.49,1,,,,SAVE 50¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sensodyne Toothpaste,$3.99,1,,,,SAVE UP TO $1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Smucker's Jam,$2.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Special K or Vector Protein Bars,$2.99,1,,,,SAVE UP TO 1.50,5,BUY 2 EARN AIR MILES +5 reward miles,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
SpongeTowels Ultra Choose-A-Size Paper Towel,$15.99,1,,,,SAVE UP TO 6.40,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sterling Silver Cross Rib Steak,$7.99,1,,lb,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sterling Silver Sirloin Steaks,$6.99,1,,lb,,SAVE UP TO 80¢/lb,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Store Made Pork Sausages,$3.99,1,,lb,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Striploin Grilling Medallions,$10.99,1,,lb,,SAVE 8.00/lb,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Striploin Steaks,$8.99,1,,lb,,SAVE UP TO 8.50/lb,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Tetley Iced Tea Lemon,$3.29,1,,,,SAVE UP TO 1.70,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
The Canadian Chuck Beef Burger,$7.99,1,,lb,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
The Laughing Cow Cheese Spread,$7.99,1,,,,SAVE UP TO 2.60,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Tilex Shower Cleaner Refill,$5.49,1,,,,SAVE UP TO 1.80,3,BUY 2 EARN AIR MILES +3 reward miles,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Top Sirloin Medallions,,1,,,,BUY 1 GET 50% OFF on any 2nd package,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Trans Ocean Imitation Crab Flakes, Legs or Lobster Chunks",$2.00,1,,,,SAVE UP TO 1.49,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Treat Bars,,1,,,,"BUY ANY 4 PARTICIPATING† GENERAL MILES CEREALS, SNACKS OR YOGURTS, AND GET A 5TH PRODUCT FREE!††",,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Trident Salmon or Pollock Burgers,$6.99,1,,,,SAVE 1.00,5,BUY 2 EARN AIR MILES +5 reward miles,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Vileda Soft Scrub Sponge,$2.49,1,,,,SAVE UP TO 80¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Way Better Snacks,$2.99,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Welch's Frozen Fruit,$4.99,1,,,,SAVE UP TO 2.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
White Swan Napkins,$1.29,1,,,,SAVE UP TO $1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
White Veal Shoulder Blade Chops,$7.99,1,,lb,,. SPEND $10 OR MORE EARN AIR MILES + 6 reward miles,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Wild Argentine Shrimp,$2.99,1,,100 g,,SAVE 32¢/100 g,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Yoplait Yop,,1,,,,"BUY ANY 4 PARTICIPATING† GENERAL MILES CEREALS, SNACKS OR YOGURTS, AND GET A 5TH PRODUCT FREE!††",,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ziploc Container,$8.00,2,,,$4.49,SAVE UP TO 1.98 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Cauliflower,$2.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Whole White or Mini Bella Mushrooms,$4.00,2,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Green Sliced, Spanish or Red Diced Onions",,1,,,,BUY 1 GET 50% off on any 2nd package (of equal or lesser value),,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Hot House Tomatoes or Seedless Cucumbers,$1.00,1,,,,"SAVE UP TO 99¢/lb, ea.",,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Large Gala or Granny Smith Apples,$1.99,1,,,,SAVE 50¢/lb,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Large Seedless Oranges,$3.00,1,,,,SAVE UP TO $1.99,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Made Fresh Daily Sliced Strawberries or Pineapple Strawberry Bowls,$5.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ontario Blue Plums,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ontario Mini Yellow Watermelons,$3.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ontario Nectarines,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Organic Peaches, Nectarines or Plums",$3.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Organic Strawberries,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Peaches,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Raspberries,$1.99,1,,,,SAVE UP TO 2.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Black Forest or Honey Ham,$1.89,1,,,,SAVE 30¢/100 g,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Broth,$1.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Dips,$2.99,1,,,,SAVE 50¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Conestoga or Burnbrae Farms Free Run Omega-3 Eggs,$4.99,1,,,,SAVE UP TO 60¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Deli Prepared Atlantic Canadian Lobster Roll Sandwich, Miss Vickie's Chips, 66 g and Pepsi Glass Bottle, 355 mL",$7.50,1,,,,SAVE $1.27,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Kraft Dinner Original,$1.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Michelina's Entrées, Light Entrées, Zap'ems or Signature",$1.00,1,,,,SAVE UP TO 1.69,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Pie Slices,$1.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Sensations by Compliments Naan,$2.79,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"6"" Cheesecake Topped with Nutella®",$16.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Allen's Apple Juice,$3.00,1,,,,SAVE 79¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Antico Organic Pasta Sauce,$3.49,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Astro Yogourt,$2.99,1,,,,SAVE UP TO 1.60,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Baby Gourmet Pouches,$1.79,1,,,,SAVE UP TO 20¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Barilla Pasta,$1.00,1,,,,SAVE UP TO 1.49,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Becel Margarine,$2.99,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Belvita Breakfast Cookies,$3.29,1,,,,SAVE UP TO 70¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Black Diamond Cheestrings,$5.99,1,,,,SAVE UP TO 2.20,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Breton Popped, Bites or Grissol Crispy Baguettes",$2.00,1,,,,SAVE UP TO 1.49,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Campbell's Everyday Gourmet,$5.00,2,,,,SAVE UP TO 2.18 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Canada Dry* Soft Drinks,$10.00,2,,,,SAVE UP TO 2.98 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Canada Dry* Soft Drinks,$4.50,2,,,,SAVE UP TO 6.48 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Canada Dry* Soft Drinks,$6.00,2,,,,SAVE UP TO 1.58,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Cheerios Plus,,1,,,,"BUY ANY 4 PARTICIPATING† GENERAL MILLS CEREALS, SNACKS OR YOGURT, AND GET A 5TH PRODUCT FREE!††",,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Chefboyardee,$4.00,3,,,,SAVE UP TO 1.98 on 3,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Christie Cookies,$1.44,1,,,,SAVE UP TO 2.55,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Christie Go Paks,$5.00,4,,,,SAVE UP TO 96¢ on 4,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Christie Premium Plus Crackers,$3.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Clif Bars,$10.00,10,,,,SAVE UP TO 7.90 on 10,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Clover Leaf or Gold Seal Light Tuna,$4.00,3,,,,SAVE UP TO 1.38 on 3,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Clover Leaf or GoldSeal Pink Salmon,$2.00,1,,,,SAVE UP TO 49¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Coca-Cola or Pepsi Soft Drinks,$4.50,2,,,,SAVE UP TO 6.48 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Balance Frozen Yogourt,$8.00,2,,,,SAVE UP TO 1.98 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Ice Cream Sandwiches,$3.00,1,,,,SAVE UP TO 59¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Natural Spring Water,$1.00,1,,,,SAVE UP TO 1.79,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Pasta,$3.29,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Perogies,$2.00,1,,,,SAVE UP TO 29¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments Sour Cream,$2.00,1,,,,SAVE UP TO 29¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
"Compliments White, Red, Yellow or Medley Mini Potatoes",$2.99,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Compliments or Compliments Balance Frozen Entrées,$5.00,4,,,,SAVE UP TO 2.96 on 4,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Cracker Barrel Shredded Cheese,$5.99,1,,,,SAVE UP TO 3.20,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Danone Oikos Greek Yogurt,$3.99,1,,,,SAVE UP TO 1.60,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Dare Bear Paws,$2.00,1,,,,SAVE UP TO 1.89,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Deli Prepared Blue Goose In Store Roasted Whole Chicken + Fresh Attitude Salad Kits + Artisan Organic White Baguette + Sensations by Compliments Chilled Soup,$24.99,1,,,,SAVE 3.97,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Dole Fruit,$2.00,1,,,,SAVE UP TO 1.99,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Doritos Tortilla Chips,$2.00,1,,,,SAVE UP TO 1.69,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Ethical Bean Organic Coffee,$9.99,1,,,,SAVE UP TO $3.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Folgers® Classic Roast,$4.99,1,,,,,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Heinz Beans or Pasta,$1.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Humpty Dumpty Party Mix,$6.00,2,,,,SAVE UP TO 1.18 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Hunt's Snack Pack Pudding,$1.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Hunt's Thick &amp; Rich,$1.00,1,,,,SAVE UP TO 1.29,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Häagen-Dazs Cups,$4.98,3,,,,SAVE UP TO 1.59 on 3,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Imagine Organic Soup,$3.49,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Kool-Aid Jammers,$2.99,1,,,,SAVE UP TO 1.30,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Kraft Salad Dressing,$3.00,1,,,,SAVE UP TO 1.39,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Liberté Greek Yogourt,$3.00,1,,,,SAVE UP TO 2.59,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Marley's Ice Tea,$2.00,1,,,,SAVE UP TO 49¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
McCain Deep 'N Delicious Pockets,$2.99,1,,,,SAVE UP TO 1.20,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
McCain Potato Patties,$4.49,1,,,,SAVE UP TO 1.10,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
McCain Premium Potato or Onion Ring Products,$3.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
McCain Premium Potato or Onion Ring Products,$3.00,1,,,,SAVE UP TO 99¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Melitta Coffee,$10.99,1,,,,SAVE 5.50,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Minute Maid Frozen Orange Juice,$3.00,2,,,,SAVE UP TO 1.38 on 2,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Minute Maid Frozen Punches,$0.88,1,,,,SAVE UP TO 31¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Natrel Fine Filtered Milk,$3.99,1,,,,SAVE UP TO 4.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Natur-A Soy Beverage,$1.99,1,,,,SAVE UP TO 1.00,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
Naturally Simple Roasted Garlic Bruschetta,$2.99,1,,,,SAVE 50¢,,,Sobeys  New Hamburg,100 Mill Street,New Hamburg,Ontario,N3A1R1
